유치원명,교육지원청명,특수유아수,유아수,특수유아비율,특수학급수,특수학급총합,특수교사수,특수교사당유아,학급대비특수교사수,특수유아있지만학급없음,특수유아있지만교사없음,교사가없는특수아동
성산아트유치원,서부교육지원청,0,113,0.0,0,0,0,0.0,0.0,0,0,0.0
제일무궁화유치원,강동송파교육지원청,0,198,0.0,0,0,0,0.0,0.0,0,0,0.0
동화나라유치원,북부교육지원청,0,60,0.0,0,0,0,0.0,0.0,0,0,0.0
서울송전초등학교병설유치원,강동송파교육지원청,0,38,0.0,0,0,0,0.0,0.0,0,0,0.0
행복유치원,동작관악교육지원청,0,151,0.0,0,0,0,0.0,0.0,0,0,0.0
명덕유치원,강동송파교육지원청,0,131,0.0,0,0,0,0.0,0.0,0,0,0.0
올림픽유치원,강동송파교육지원청,0,103,0.0,0,0,0,0.0,0.0,0,0,0.0
예은유치원,강동송파교육지원청,0,115,0.0,0,0,0,0.0,0.0,0,0,0.0
목원유치원,남부교육지원청,0,169,0.0,0,0,0,0.0,0.0,0,0,0.0
솔방울유치원,동부교육지원청,0,38,0.0,0,0,0,0.0,0.0,0,0,0.0
봄내유치원,동부교육지원청,0,124,0.0,0,0,0,0.0,0.0,0,0,0.0
유정유치원,서부교육지원청,0,153,0.0,0,0,0,0.0,0.0,0,0,0.0
와우랩유치원,서부교육지원청,0,246,0.0,0,0,0,0.0,0.0,0,0,0.0
정님유치원,서부교육지원청,0,148,0.0,0,0,0,0.0,0.0,0,0,0.0
서울청덕초등학교병설유치원,성북강북교육지원청,0,16,0.0,0,0,0,0.0,0.0,0,0,0.0
가명유치원,중부교육지원청,0,75,0.0,0,0,0,0.0,0.0,0,0,0.0
근화유치원,중부교육지원청,0,81,0.0,0,0,0,0.0,0.0,0,0,0.0
배화여자대학교 부속 배화유치원,중부교육지원청,0,74,0.0,0,0,0,0.0,0.0,0,0,0.0
탑주유치원,성북강북교육지원청,0,172,0.0,0,0,0,0.0,0.0,0,0,0.0
성실유치원,성북강북교육지원청,0,105,0.0,0,0,0,0.0,0.0,0,0,0.0
우일유치원,강서양천교육지원청,0,91,0.0,0,0,0,0.0,0.0,0,0,0.0
한영유치원,남부교육지원청,0,93,0.0,0,0,0,0.0,0.0,0,0,0.0
슬기유치원,성동광진교육지원청,0,66,0.0,0,0,0,0.0,0.0,0,0,0.0
윤진유치원,성동광진교육지원청,0,17,0.0,0,0,0,0.0,0.0,0,0,0.0
자양하나유치원,성동광진교육지원청,0,42,0.0,0,0,0,0.0,0.0,0,0,0.0
서울가락초등학교병설유치원,강동송파교육지원청,2,60,0.0333333,1,1,1,2.0,1.0,0,0,0.0
서울길동초등학교병설유치원,강동송파교육지원청,0,58,0.0,0,0,0,0.0,0.0,0,0,0.0
예원유치원,강동송파교육지원청,0,43,0.0,0,0,0,0.0,0.0,0,0,0.0
햇빛유치원,강동송파교육지원청,0,244,0.0,0,0,0,0.0,0.0,0,0,0.0
계상유치원,강서양천교육지원청,0,162,0.0,0,0,0,0.0,0.0,0,0,0.0
나사렛유치원,서부교육지원청,0,135,0.0,0,0,0,0.0,0.0,0,0,0.0
우리곰유치원,강서양천교육지원청,0,70,0.0,0,0,0,0.0,0.0,0,0,0.0
희산유치원,북부교육지원청,0,49,0.0,0,0,0,0.0,0.0,0,0,0.0
동선유치원,성북강북교육지원청,0,29,0.0,0,0,0,0.0,0.0,0,0,0.0
명덕유치원,성북강북교육지원청,0,11,0.0,0,0,0,0.0,0.0,0,0,0.0
녹원유치원,강동송파교육지원청,0,105,0.0,0,0,0,0.0,0.0,0,0,0.0
서울양목초등학교병설유치원,강서양천교육지원청,4,45,0.0888889,1,1,1,4.0,1.0,0,0,0.0
세진유치원,강서양천교육지원청,0,58,0.0,0,0,0,0.0,0.0,0,0,0.0
신정유치원,강서양천교육지원청,0,222,0.0,0,0,0,0.0,0.0,0,0,0.0
동천유치원,남부교육지원청,0,58,0.0,0,0,0,0.0,0.0,0,0,0.0
명신유치원,남부교육지원청,0,108,0.0,0,0,0,0.0,0.0,0,0,0.0
윤경유치원,동부교육지원청,0,120,0.0,0,0,0,0.0,0.0,0,0,0.0
한양유치원,동부교육지원청,0,67,0.0,0,0,0,0.0,0.0,0,0,0.0
양지유치원,남부교육지원청,0,39,0.0,0,0,0,0.0,0.0,0,0,0.0
우성유치원,남부교육지원청,0,51,0.0,0,0,0,0.0,0.0,0,0,0.0
서울청룡초등학교병설유치원,동작관악교육지원청,0,38,0.0,0,0,0,0.0,0.0,0,0,0.0
양문유치원,동작관악교육지원청,0,13,0.0,0,0,0,0.0,0.0,0,0,0.0
보람유치원,서부교육지원청,0,37,0.0,0,0,0,0.0,0.0,0,0,0.0
성심유치원,성동광진교육지원청,0,55,0.0,0,0,0,0.0,0.0,0,0,0.0
화랑유치원,강동송파교육지원청,0,14,0.0,0,0,0,0.0,0.0,0,0,0.0
서울역삼초등학교병설유치원,강남서초교육지원청,2,32,0.0625,1,1,1,2.0,1.0,0,0,0.0
세하유치원,동부교육지원청,0,96,0.0,0,0,0,0.0,0.0,0,0,0.0
서울돈암초등학교병설유치원,성북강북교육지원청,0,36,0.0,0,0,0,0.0,0.0,0,0,0.0
서울수유초등학교병설유치원,성북강북교육지원청,3,32,0.09375,1,1,1,3.0,1.0,0,0,0.0
공항제일유치원,강서양천교육지원청,0,21,0.0,0,0,0,0.0,0.0,0,0,0.0
목동다솜유치원,강서양천교육지원청,0,62,0.0,0,0,0,0.0,0.0,0,0,0.0
등현유치원,강서양천교육지원청,0,158,0.0,0,0,0,0.0,0.0,0,0,0.0
상명사대부속유치원,중부교육지원청,0,146,0.0,0,0,0,0.0,0.0,0,0,0.0
서울덕수초등학교병설유치원,중부교육지원청,0,48,0.0,0,0,0,0.0,0.0,0,0,0.0
서울재동초등학교병설유치원,중부교육지원청,0,38,0.0,0,0,0,0.0,0.0,0,0,0.0
원유치원,중부교육지원청,0,169,0.0,0,0,0,0.0,0.0,0,0,0.0
유성유치원,중부교육지원청,0,96,0.0,0,0,0,0.0,0.0,0,0,0.0
청룡유치원,중부교육지원청,0,10,0.0,0,0,0,0.0,0.0,0,0,0.0
희망찬유치원,성북강북교육지원청,0,125,0.0,0,0,0,0.0,0.0,0,0,0.0
서울방이초등학교병설유치원,강동송파교육지원청,5,55,0.0909091,1,1,1,5.0,1.0,0,0,0.0
서울신명초등학교병설유치원,강동송파교육지원청,0,20,0.0,0,0,0,0.0,0.0,0,0,0.0
샛별유치원,동작관악교육지원청,0,167,0.0,0,0,0,0.0,0.0,0,0,0.0
강동유정유치원,강동송파교육지원청,0,409,0.0,0,0,0,0.0,0.0,0,0,0.0
보성유치원,성동광진교육지원청,0,87,0.0,0,0,0,0.0,0.0,0,0,0.0
아름유치원,성북강북교육지원청,0,19,0.0,0,0,0,0.0,0.0,0,0,0.0
은하유치원,성북강북교육지원청,0,68,0.0,0,0,0,0.0,0.0,0,0,0.0
한마음유치원,성북강북교육지원청,0,122,0.0,0,0,0,0.0,0.0,0,0,0.0
신암유치원,성북강북교육지원청,0,80,0.0,0,0,0,0.0,0.0,0,0,0.0
서울미래초등학교병설유치원,남부교육지원청,0,56,0.0,0,0,0,0.0,0.0,0,0,0.0
성락유치원,남부교육지원청,0,17,0.0,0,0,0,0.0,0.0,0,0,0.0
솔샘유치원,성북강북교육지원청,0,194,0.0,0,0,0,0.0,0.0,0,0,0.0
유니유치원,강서양천교육지원청,0,142,0.0,0,0,0,0.0,0.0,0,0,0.0
서울영동초등학교병설유치원,남부교육지원청,3,41,0.0731707,1,1,1,3.0,1.0,0,0,0.0
서울연은초등학교병설유치원,서부교육지원청,5,39,0.1282051,1,1,1,5.0,1.0,0,0,0.0
서울묵현초등학교병설유치원,동부교육지원청,5,31,0.1612903,1,1,1,5.0,1.0,0,0,0.0
서울남천초등학교병설유치원,강동송파교육지원청,0,10,0.0,0,0,0,0.0,0.0,0,0,0.0
창문유치원,성북강북교육지원청,0,168,0.0,0,0,0,0.0,0.0,0,0,0.0
은아유치원,동작관악교육지원청,0,209,0.0,0,0,0,0.0,0.0,0,0,0.0
공능유치원,북부교육지원청,0,37,0.0,0,0,0,0.0,0.0,0,0,0.0
서울국악유치원,남부교육지원청,0,133,0.0,0,0,0,0.0,0.0,0,0,0.0
서울영등포초등학교병설유치원,남부교육지원청,4,28,0.1428571,1,1,1,4.0,1.0,0,0,0.0
성심유치원,남부교육지원청,0,97,0.0,0,0,0,0.0,0.0,0,0,0.0
조은유치원,서부교육지원청,0,122,0.0,0,0,0,0.0,0.0,0,0,0.0
충암유치원,서부교육지원청,0,158,0.0,0,0,0,0.0,0.0,0,0,0.0
현대홍익유치원,서부교육지원청,0,100,0.0,0,0,0,0.0,0.0,0,0,0.0
방화이화유치원,강서양천교육지원청,0,51,0.0,0,0,0,0.0,0.0,0,0,0.0
사슴유치원,강서양천교육지원청,0,76,0.0,0,0,0,0.0,0.0,0,0,0.0
서울유치원,동부교육지원청,0,93,0.0,0,0,0,0.0,0.0,0,0,0.0
녹번유치원,서부교육지원청,0,22,0.0,0,0,0,0.0,0.0,0,0,0.0
라라유치원,서부교육지원청,0,26,0.0,0,0,0,0.0,0.0,0,0,0.0
신예유치원,강서양천교육지원청,0,55,0.0,0,0,0,0.0,0.0,0,0,0.0
기린유치원,강동송파교육지원청,0,20,0.0,0,0,0,0.0,0.0,0,0,0.0
파란나라유치원,남부교육지원청,0,194,0.0,0,0,0,0.0,0.0,0,0,0.0
그림유치원,강동송파교육지원청,0,171,0.0,0,0,0,0.0,0.0,0,0,0.0
아이코리아부속새세대유치원,강동송파교육지원청,0,91,0.0,0,0,0,0.0,0.0,0,0,0.0
나래유치원,동부교육지원청,0,135,0.0,0,0,0,0.0,0.0,0,0,0.0
동일유치원,동부교육지원청,0,120,0.0,0,0,0,0.0,0.0,0,0,0.0
미광유치원,동부교육지원청,0,49,0.0,0,0,0,0.0,0.0,0,0,0.0
사군자유치원,동부교육지원청,0,18,0.0,0,0,0,0.0,0.0,0,0,0.0
산정현유치원,동부교육지원청,0,30,0.0,0,0,0,0.0,0.0,0,0,0.0
새샛별유치원,동부교육지원청,0,70,0.0,0,0,0,0.0,0.0,0,0,0.0
서울용강초등학교병설유치원,서부교육지원청,5,28,0.1785714,1,1,1,5.0,1.0,0,0,0.0
이화여자대학교사범대학부속이화유치원,서부교육지원청,0,141,0.0,0,0,0,0.0,0.0,0,0,0.0
인왕유치원,서부교육지원청,0,19,0.0,0,0,0,0.0,0.0,0,0,0.0
영재유치원,성북강북교육지원청,0,51,0.0,0,0,0,0.0,0.0,0,0,0.0
예지유치원,강서양천교육지원청,0,60,0.0,0,0,0,0.0,0.0,0,0,0.0
진일유치원,강서양천교육지원청,0,29,0.0,0,0,0,0.0,0.0,0,0,0.0
개봉샛별유치원,남부교육지원청,0,40,0.0,0,0,0,0.0,0.0,0,0,0.0
파랑새유치원,남부교육지원청,0,79,0.0,0,0,0,0.0,0.0,0,0,0.0
평화유치원,남부교육지원청,0,48,0.0,0,0,0,0.0,0.0,0,0,0.0
선덕유치원,북부교육지원청,0,41,0.0,0,0,0,0.0,0.0,0,0,0.0
염광유치원,북부교육지원청,0,50,0.0,0,0,0,0.0,0.0,0,0,0.0
서울북성유치원,서부교육지원청,5,98,0.0510204,1,1,1,5.0,1.0,0,0,0.0
성수아름유치원,성동광진교육지원청,0,20,0.0,0,0,0,0.0,0.0,0,0,0.0
정신유치원,성동광진교육지원청,0,38,0.0,0,0,0,0.0,0.0,0,0,0.0
푸른유치원,강남서초교육지원청,0,146,0.0,0,0,0,0.0,0.0,0,0,0.0
하나유치원,강남서초교육지원청,0,174,0.0,0,0,0,0.0,0.0,0,0,0.0
서울강덕초등학교병설유치원,강동송파교육지원청,5,71,0.0704225,1,1,1,5.0,1.0,0,0,0.0
근화유치원,강동송파교육지원청,0,58,0.0,0,0,0,0.0,0.0,0,0,0.0
별나라유치원,강동송파교육지원청,0,29,0.0,0,0,0,0.0,0.0,0,0,0.0
둔촌유치원,강동송파교육지원청,0,63,0.0,0,0,0,0.0,0.0,0,0,0.0
운산유치원,성북강북교육지원청,0,32,0.0,0,0,0,0.0,0.0,0,0,0.0
사랑유치원,동작관악교육지원청,0,43,0.0,0,0,0,0.0,0.0,0,0,0.0
산내들유치원,북부교육지원청,0,20,0.0,0,0,0,0.0,0.0,0,0,0.0
서울베네딕도유치원,성북강북교육지원청,0,138,0.0,0,0,0,0.0,0.0,0,0,0.0
무지개유치원,동작관악교육지원청,0,43,0.0,0,0,0,0.0,0.0,0,0,0.0
벧엘유치원,동작관악교육지원청,0,133,0.0,0,0,0,0.0,0.0,0,0,0.0
서울유치원,동작관악교육지원청,0,19,0.0,0,0,0,0.0,0.0,0,0,0.0
월드유치원,서부교육지원청,0,345,0.0,0,0,0,0.0,0.0,0,0,0.0
송파유정유치원,강동송파교육지원청,0,384,0.0,0,0,0,0.0,0.0,0,0,0.0
예은유치원,강서양천교육지원청,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0
서울천왕초등학교병설유치원,남부교육지원청,0,40,0.0,0,0,0,0.0,0.0,0,0,0.0
수미유치원,강서양천교육지원청,0,5,0.0,0,0,0,0.0,0.0,0,0,0.0
수영유치원,강서양천교육지원청,0,75,0.0,0,0,0,0.0,0.0,0,0,0.0
사랑유치원,남부교육지원청,0,156,0.0,0,0,0,0.0,0.0,0,0,0.0
파스텔유치원,동부교육지원청,0,33,0.0,0,0,0,0.0,0.0,0,0,0.0
나랑유치원,동작관악교육지원청,0,84,0.0,0,0,0,0.0,0.0,0,0,0.0
시내유치원,남부교육지원청,0,66,0.0,0,0,0,0.0,0.0,0,0,0.0
여의유치원,남부교육지원청,0,31,0.0,0,0,0,0.0,0.0,0,0,0.0
성모유치원,동작관악교육지원청,0,51,0.0,0,0,0,0.0,0.0,0,0,0.0
덕성여자대학교부속유치원,북부교육지원청,0,89,0.0,0,0,0,0.0,0.0,0,0,0.0
미광유치원,북부교육지원청,0,43,0.0,0,0,0,0.0,0.0,0,0,0.0
청암유치원,북부교육지원청,0,22,0.0,0,0,0,0.0,0.0,0,0,0.0
풍천유치원,북부교육지원청,0,125,0.0,0,0,0,0.0,0.0,0,0,0.0
하늘유치원,북부교육지원청,0,77,0.0,0,0,0,0.0,0.0,0,0,0.0
아이들이야기유치원,서부교육지원청,0,66,0.0,0,0,0,0.0,0.0,0,0,0.0
삼성유치원,서부교육지원청,0,153,0.0,0,0,0,0.0,0.0,0,0,0.0
새나유치원,서부교육지원청,0,147,0.0,0,0,0,0.0,0.0,0,0,0.0
서울염경초등학교병설유치원,강서양천교육지원청,0,62,0.0,0,0,0,0.0,0.0,0,0,0.0
서울반포초등학교병설유치원,강남서초교육지원청,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0
신우주유치원,강남서초교육지원청,0,34,0.0,0,0,0,0.0,0.0,0,0,0.0
서울장충유치원,중부교육지원청,4,65,0.0615385,1,1,1,4.0,1.0,0,0,0.0
운현유치원,중부교육지원청,0,75,0.0,0,0,0,0.0,0.0,0,0,0.0
정우유치원,중부교육지원청,0,29,0.0,0,0,0,0.0,0.0,0,0,0.0
한가람유치원,중부교육지원청,0,41,0.0,0,0,0,0.0,0.0,0,0,0.0
대원유치원,성동광진교육지원청,0,43,0.0,0,0,0,0.0,0.0,0,0,0.0
서울자곡초등학교병설유치원,강남서초교육지원청,0,43,0.0,0,0,0,0.0,0.0,0,0,0.0
굿프랜드유치원,남부교육지원청,0,168,0.0,0,0,0,0.0,0.0,0,0,0.0
등촌이화유치원,강서양천교육지원청,0,17,0.0,0,0,0,0.0,0.0,0,0,0.0
하나유치원,서부교육지원청,0,146,0.0,0,0,0,0.0,0.0,0,0,0.0
강일늘사랑유치원,강동송파교육지원청,0,219,0.0,0,0,0,0.0,0.0,0,0,0.0
광장유치원,성동광진교육지원청,0,43,0.0,0,0,0,0.0,0.0,0,0,0.0
서울양남초등학교병설유치원,성동광진교육지원청,4,36,0.1111111,1,1,0,0.0,0.0,0,1,4.0
서울공릉초등학교병설유치원,북부교육지원청,0,32,0.0,0,0,0,0.0,0.0,0,0,0.0
유안유치원,성북강북교육지원청,0,47,0.0,0,0,0,0.0,0.0,0,0,0.0
옥수삼성유치원,성동광진교육지원청,0,59,0.0,0,0,0,0.0,0.0,0,0,0.0
광운유치원,성북강북교육지원청,0,62,0.0,0,0,0,0.0,0.0,0,0,0.0
서울은명초등학교병설유치원,서부교육지원청,0,20,0.0,0,0,0,0.0,0.0,0,0,0.0
아란유치원,강서양천교육지원청,0,112,0.0,0,0,0,0.0,0.0,0,0,0.0
아이디유치원,북부교육지원청,0,112,0.0,0,0,0,0.0,0.0,0,0,0.0
서울우면초등학교병설유치원,강남서초교육지원청,3,34,0.0882353,1,1,1,3.0,1.0,0,0,0.0
서울대왕초등학교병설유치원,강남서초교육지원청,0,48,0.0,0,0,0,0.0,0.0,0,0,0.0
서울창신초등학교병설유치원,중부교육지원청,0,35,0.0,0,0,0,0.0,0.0,0,0,0.0
하늘빛유치원,강남서초교육지원청,0,52,0.0,0,0,0,0.0,0.0,0,0,0.0
돌샘유치원,강남서초교육지원청,0,134,0.0,0,0,0,0.0,0.0,0,0,0.0
럭키유치원,강남서초교육지원청,0,128,0.0,0,0,0,0.0,0.0,0,0,0.0
리라유치원,강남서초교육지원청,0,51,0.0,0,0,0,0.0,0.0,0,0,0.0
묘동유치원,강남서초교육지원청,0,124,0.0,0,0,0,0.0,0.0,0,0,0.0
동산유치원,남부교육지원청,0,116,0.0,0,0,0,0.0,0.0,0,0,0.0
은혜유치원,서부교육지원청,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0
서울구로남초등학교병설유치원,남부교육지원청,0,41,0.0,0,0,0,0.0,0.0,0,0,0.0
서울양화초등학교병설유치원,강서양천교육지원청,0,42,0.0,0,0,0,0.0,0.0,0,0,0.0
서울월정초등학교병설유치원,강서양천교육지원청,4,75,0.0533333,1,1,1,4.0,1.0,0,0,0.0
서울우암초등학교병설유치원,강남서초교육지원청,0,12,0.0,0,0,0,0.0,0.0,0,0,0.0
서울남성초등학교병설유치원,동작관악교육지원청,0,53,0.0,0,0,0,0.0,0.0,0,0,0.0
티움유치원,강동송파교육지원청,0,51,0.0,0,0,0,0.0,0.0,0,0,0.0
꿈밭유치원,북부교육지원청,0,144,0.0,0,0,0,0.0,0.0,0,0,0.0
서울도신초등학교병설유치원,남부교육지원청,4,32,0.125,1,1,1,4.0,1.0,0,0,0.0
태영유치원,서부교육지원청,0,120,0.0,0,0,0,0.0,0.0,0,0,0.0
효림유치원,서부교육지원청,0,124,0.0,0,0,0,0.0,0.0,0,0,0.0
미래유치원,강서양천교육지원청,0,60,0.0,0,0,0,0.0,0.0,0,0,0.0
서울내발산초등학교병설유치원,강서양천교육지원청,0,58,0.0,0,0,0,0.0,0.0,0,0,0.0
색동유치원,동부교육지원청,0,11,0.0,0,0,0,0.0,0.0,0,0,0.0
신동아유치원,동부교육지원청,0,133,0.0,0,0,0,0.0,0.0,0,0,0.0
아이비유치원,동부교육지원청,0,151,0.0,0,0,0,0.0,0.0,0,0,0.0
학림유치원,북부교육지원청,0,88,0.0,0,0,0,0.0,0.0,0,0,0.0
은평국제유치원,서부교육지원청,0,170,0.0,0,0,0,0.0,0.0,0,0,0.0
서울장월초등학교병설유치원,성북강북교육지원청,0,59,0.0,0,0,0,0.0,0.0,0,0,0.0
상아유치원,강동송파교육지원청,0,108,0.0,0,0,0,0.0,0.0,0,0,0.0
동성유치원,동부교육지원청,0,157,0.0,0,0,0,0.0,0.0,0,0,0.0
사랑유치원,동부교육지원청,0,124,0.0,0,0,0,0.0,0.0,0,0,0.0
신촌유치원,서부교육지원청,0,103,0.0,0,0,0,0.0,0.0,0,0,0.0
예일유치원,서부교육지원청,0,131,0.0,0,0,0,0.0,0.0,0,0,0.0
현정유치원,성동광진교육지원청,0,51,0.0,0,0,0,0.0,0.0,0,0,0.0
도원유치원,중부교육지원청,0,41,0.0,0,0,0,0.0,0.0,0,0,0.0
리라유치원,중부교육지원청,0,205,0.0,0,0,0,0.0,0.0,0,0,0.0
예원유치원,성북강북교육지원청,0,42,0.0,0,0,0,0.0,0.0,0,0,0.0
까망유치원,성북강북교육지원청,0,34,0.0,0,0,0,0.0,0.0,0,0,0.0
튼튼유치원,강서양천교육지원청,0,80,0.0,0,0,0,0.0,0.0,0,0,0.0
청은유치원,남부교육지원청,0,24,0.0,0,0,0,0.0,0.0,0,0,0.0
혜원유치원,남부교육지원청,0,169,0.0,0,0,0,0.0,0.0,0,0,0.0
서울신상계초등학교병설유치원,북부교육지원청,4,54,0.0740741,1,1,1,4.0,1.0,0,0,0.0
서울창동초등학교병설유치원,북부교육지원청,0,20,0.0,0,0,0,0.0,0.0,0,0,0.0
양지유치원,북부교육지원청,0,67,0.0,0,0,0,0.0,0.0,0,0,0.0
서울금화초등학교병설유치원,서부교육지원청,5,87,0.0574713,1,1,1,5.0,1.0,0,0,0.0
선미유치원,성동광진교육지원청,0,29,0.0,0,0,0,0.0,0.0,0,0,0.0
선화유치원,성동광진교육지원청,0,112,0.0,0,0,0,0.0,0.0,0,0,0.0
청구이화유치원,성동광진교육지원청,0,114,0.0,0,0,0,0.0,0.0,0,0,0.0
초원유치원,강남서초교육지원청,0,65,0.0,0,0,0,0.0,0.0,0,0,0.0
무지개유치원,북부교육지원청,0,81,0.0,0,0,0,0.0,0.0,0,0,0.0
봄샘유치원,중부교육지원청,0,58,0.0,0,0,0,0.0,0.0,0,0,0.0
동아유치원,동작관악교육지원청,0,124,0.0,0,0,0,0.0,0.0,0,0,0.0
상도유치원,동작관악교육지원청,0,29,0.0,0,0,0,0.0,0.0,0,0,0.0
삼풍유치원,북부교육지원청,0,223,0.0,0,0,0,0.0,0.0,0,0,0.0
해뜨는유치원,성북강북교육지원청,0,132,0.0,0,0,0,0.0,0.0,0,0,0.0
반포자이유치원,강남서초교육지원청,0,138,0.0,0,0,0,0.0,0.0,0,0,0.0
서울신은초등학교병설유치원,강서양천교육지원청,0,24,0.0,0,0,0,0.0,0.0,0,0,0.0
세성유치원,성동광진교육지원청,0,56,0.0,0,0,0,0.0,0.0,0,0,0.0
예크유치원,강동송파교육지원청,0,114,0.0,0,0,0,0.0,0.0,0,0,0.0
성보유치원,강서양천교육지원청,0,58,0.0,0,0,0,0.0,0.0,0,0,0.0
어린이의정원유치원,강서양천교육지원청,0,209,0.0,0,0,0,0.0,0.0,0,0,0.0
돈보스꼬유치원,남부교육지원청,0,179,0.0,0,0,0,0.0,0.0,0,0,0.0
동부유치원,남부교육지원청,0,45,0.0,0,0,0,0.0,0.0,0,0,0.0
젬마유치원,동부교육지원청,0,82,0.0,0,0,0,0.0,0.0,0,0,0.0
여의도유치원,남부교육지원청,0,77,0.0,0,0,0,0.0,0.0,0,0,0.0
