유치원명,교육지원청명,특수유아수,유아수,특수유아비율,특수학급수,특수학급총합,특수교사수,특수교사당유아,학급대비특수교사수,특수유아있지만학급없음,특수유아있지만교사없음,교사가없는특수아동
예림유치원,남부교육지원청,0,34,0.0,0,0,0,0.0,0.0,0,0,0.0
예쁨유치원,남부교육지원청,0,40,0.0,0,0,0,0.0,0.0,0,0,0.0
열림유치원,동작관악교육지원청,0,182,0.0,0,0,0,0.0,0.0,0,0,0.0
동은유치원,북부교육지원청,0,28,0.0,0,0,0,0.0,0.0,0,0,0.0
두솔유치원,북부교육지원청,0,86,0.0,0,0,0,0.0,0.0,0,0,0.0
새봄유치원,북부교육지원청,0,51,0.0,0,0,0,0.0,0.0,0,0,0.0
자연유치원,북부교육지원청,0,115,0.0,0,0,0,0.0,0.0,0,0,0.0
천사유치원,북부교육지원청,0,70,0.0,0,0,0,0.0,0.0,0,0,0.0
백합유치원,서부교육지원청,0,117,0.0,0,0,0,0.0,0.0,0,0,0.0
보림유치원,서부교육지원청,0,35,0.0,0,0,0,0.0,0.0,0,0,0.0
새현대유치원,서부교육지원청,0,62,0.0,0,0,0,0.0,0.0,0,0,0.0
성체유치원,성북강북교육지원청,0,91,0.0,0,0,0,0.0,0.0,0,0,0.0
서울동신초등학교병설유치원,성북강북교육지원청,0,27,0.0,0,0,0,0.0,0.0,0,0,0.0
아란유치원,강남서초교육지원청,0,80,0.0,0,0,0,0.0,0.0,0,0,0.0
서울잠일초등학교병설유치원,강동송파교육지원청,0,37,0.0,0,0,0,0.0,0.0,0,0,0.0
광영유치원,강서양천교육지원청,0,41,0.0,0,0,0,0.0,0.0,0,0,0.0
대붕유치원,강서양천교육지원청,0,20,0.0,0,0,0,0.0,0.0,0,0,0.0
서울남정초등학교병설유치원,중부교육지원청,0,55,0.0,0,0,0,0.0,0.0,0,0,0.0
신동아큰나무유치원,중부교육지원청,0,18,0.0,0,0,0,0.0,0.0,0,0,0.0
약수유치원,중부교육지원청,0,44,0.0,0,0,0,0.0,0.0,0,0,0.0
서울솔가람유치원,강동송파교육지원청,4,120,0.0333333,1,1,1,4.0,1.0,0,0,0.0
해맑은유치원,서부교육지원청,0,10,0.0,0,0,0,0.0,0.0,0,0,0.0
푸른나라유치원,남부교육지원청,0,40,0.0,0,0,0,0.0,0.0,0,0,0.0
서울용답초등학교병설유치원,성동광진교육지원청,4,17,0.2352941,1,1,1,4.0,1.0,0,0,0.0
서울구일초등학교병설유치원,남부교육지원청,0,39,0.0,0,0,0,0.0,0.0,0,0,0.0
은새유치원,강동송파교육지원청,0,76,0.0,0,0,0,0.0,0.0,0,0,0.0
서울율현초등학교병설유치원,강남서초교육지원청,4,91,0.043956,1,1,1,4.0,1.0,0,0,0.0
이루니유치원,동부교육지원청,0,205,0.0,0,0,0,0.0,0.0,0,0,0.0
동심유치원,성동광진교육지원청,0,17,0.0,0,0,0,0.0,0.0,0,0,0.0
하나유치원,성북강북교육지원청,0,109,0.0,0,0,0,0.0,0.0,0,0,0.0
화계유치원,성북강북교육지원청,0,36,0.0,0,0,0,0.0,0.0,0,0,0.0
경은유치원,성북강북교육지원청,0,56,0.0,0,0,0,0.0,0.0,0,0,0.0
나래유치원,성북강북교육지원청,0,70,0.0,0,0,0,0.0,0.0,0,0,0.0
새삼선유치원,성북강북교육지원청,0,67,0.0,0,0,0,0.0,0.0,0,0,0.0
반디유치원,성북강북교육지원청,0,90,0.0,0,0,0,0.0,0.0,0,0,0.0
유정유치원,강동송파교육지원청,0,390,0.0,0,0,0,0.0,0.0,0,0,0.0
꿈나라유치원,동작관악교육지원청,0,154,0.0,0,0,0,0.0,0.0,0,0,0.0
서울송원초등학교병설유치원,성동광진교육지원청,0,33,0.0,0,0,0,0.0,0.0,0,0,0.0
서울수색초등학교병설유치원,서부교육지원청,0,56,0.0,0,0,0,0.0,0.0,0,0,0.0
돌샘유치원,강동송파교육지원청,0,225,0.0,0,0,0,0.0,0.0,0,0,0.0
신반포중앙유치원,강남서초교육지원청,0,82,0.0,0,0,0,0.0,0.0,0,0,0.0
아이조아유치원,성동광진교육지원청,0,23,0.0,0,0,0,0.0,0.0,0,0,0.0
영생유치원,강남서초교육지원청,0,56,0.0,0,0,0,0.0,0.0,0,0,0.0
율화유치원,성동광진교육지원청,0,70,0.0,0,0,0,0.0,0.0,0,0,0.0
은비유치원,동작관악교육지원청,0,172,0.0,0,0,0,0.0,0.0,0,0,0.0
한가람유치원,성북강북교육지원청,0,240,0.0,0,0,0,0.0,0.0,0,0,0.0
서울화계초등학교병설유치원,성북강북교육지원청,0,51,0.0,0,0,0,0.0,0.0,0,0,0.0
서울성수초등학교병설유치원,성동광진교육지원청,0,34,0.0,0,0,0,0.0,0.0,0,0,0.0
서울강신초등학교병설유치원,강서양천교육지원청,4,55,0.0727273,1,1,1,4.0,1.0,0,0,0.0
서울연신초등학교병설유치원,서부교육지원청,0,32,0.0,0,0,0,0.0,0.0,0,0,0.0
서울하늘숲유치원,남부교육지원청,4,112,0.0357143,1,1,1,4.0,1.0,0,0,0.0
동우유치원,강남서초교육지원청,0,69,0.0,0,0,0,0.0,0.0,0,0,0.0
동화유치원,강남서초교육지원청,0,71,0.0,0,0,0,0.0,0.0,0,0,0.0
서울봉천초등학교병설유치원,동작관악교육지원청,4,30,0.1333333,1,1,1,4.0,1.0,0,0,0.0
성요셉유치원,남부교육지원청,0,72,0.0,0,0,0,0.0,0.0,0,0,0.0
경원유치원,성동광진교육지원청,0,34,0.0,0,0,0,0.0,0.0,0,0,0.0
세종유치원,동부교육지원청,0,53,0.0,0,0,0,0.0,0.0,0,0,0.0
소화유치원,동부교육지원청,0,67,0.0,0,0,0,0.0,0.0,0,0,0.0
수산유치원,동부교육지원청,0,109,0.0,0,0,0,0.0,0.0,0,0,0.0
한가람유치원,강동송파교육지원청,0,44,0.0,0,0,0,0.0,0.0,0,0,0.0
불광유치원,강동송파교육지원청,0,110,0.0,0,0,0,0.0,0.0,0,0,0.0
아이파크예원유치원,강서양천교육지원청,0,148,0.0,0,0,0,0.0,0.0,0,0,0.0
리아유치원,강동송파교육지원청,0,130,0.0,0,0,0,0.0,0.0,0,0,0.0
한성유치원,강동송파교육지원청,0,110,0.0,0,0,0,0.0,0.0,0,0,0.0
사랑유치원,북부교육지원청,0,57,0.0,0,0,0,0.0,0.0,0,0,0.0
엔젤유치원,서부교육지원청,0,156,0.0,0,0,0,0.0,0.0,0,0,0.0
서울길음유치원,성북강북교육지원청,0,90,0.0,0,0,0,0.0,0.0,0,0,0.0
서울삼선초등학교병설유치원,성북강북교육지원청,3,45,0.0666667,1,1,1,3.0,1.0,0,0,0.0
서울성북초등학교병설유치원,성북강북교육지원청,4,13,0.3076923,1,1,1,4.0,1.0,0,0,0.0
서울숭곡초등학교병설유치원,성북강북교육지원청,0,60,0.0,0,0,0,0.0,0.0,0,0,0.0
계성유치원,중부교육지원청,0,227,0.0,0,0,0,0.0,0.0,0,0,0.0
대건유치원,중부교육지원청,0,138,0.0,0,0,0,0.0,0.0,0,0,0.0
에덴유치원,성동광진교육지원청,0,140,0.0,0,0,0,0.0,0.0,0,0,0.0
그림유치원,동부교육지원청,0,158,0.0,0,0,0,0.0,0.0,0,0,0.0
성북유치원,북부교육지원청,0,46,0.0,0,0,0,0.0,0.0,0,0,0.0
성실유치원,북부교육지원청,0,110,0.0,0,0,0,0.0,0.0,0,0,0.0
예진유치원,북부교육지원청,0,131,0.0,0,0,0,0.0,0.0,0,0,0.0
서문유치원,서부교육지원청,0,13,0.0,0,0,0,0.0,0.0,0,0,0.0
서울은평초등학교병설유치원,서부교육지원청,0,30,0.0,0,0,0,0.0,0.0,0,0,0.0
서울창천초등학교병설유치원,서부교육지원청,0,37,0.0,0,0,0,0.0,0.0,0,0,0.0
서울홍제초등학교병설유치원,서부교육지원청,5,97,0.0515464,1,1,1,5.0,1.0,0,0,0.0
성결유치원,서부교육지원청,0,47,0.0,0,0,0,0.0,0.0,0,0,0.0
인애유치원,성동광진교육지원청,0,74,0.0,0,0,0,0.0,0.0,0,0,0.0
서울거여초등학교병설유치원,강동송파교육지원청,4,75,0.0533333,1,1,0,0.0,0.0,0,1,4.0
벧엘유치원,성동광진교육지원청,0,279,0.0,0,0,0,0.0,0.0,0,0,0.0
다연유치원,북부교육지원청,0,56,0.0,0,0,0,0.0,0.0,0,0,0.0
동그라미유치원,강서양천교육지원청,0,134,0.0,0,0,0,0.0,0.0,0,0,0.0
레인보우유치원,강서양천교육지원청,0,81,0.0,0,0,0,0.0,0.0,0,0,0.0
메이플유치원,동작관악교육지원청,0,92,0.0,0,0,0,0.0,0.0,0,0,0.0
서울신남성초등학교병설유치원,동작관악교육지원청,0,28,0.0,0,0,0,0.0,0.0,0,0,0.0
서울신우유치원,동작관악교육지원청,5,47,0.106383,1,1,1,5.0,1.0,0,0,0.0
서울논현초등학교병설유치원,강남서초교육지원청,5,54,0.0925926,1,1,0,0.0,0.0,0,1,5.0
서울하늘초등학교병설유치원,서부교육지원청,0,70,0.0,0,0,0,0.0,0.0,0,0,0.0
서울청파초등학교병설유치원,중부교육지원청,0,26,0.0,0,0,0,0.0,0.0,0,0,0.0
무학유치원,성동광진교육지원청,0,32,0.0,0,0,0,0.0,0.0,0,0,0.0
가람유치원,강동송파교육지원청,0,155,0.0,0,0,0,0.0,0.0,0,0,0.0
세화유치원,강서양천교육지원청,0,136,0.0,0,0,0,0.0,0.0,0,0,0.0
양서유치원,강서양천교육지원청,0,54,0.0,0,0,0,0.0,0.0,0,0,0.0
대림유치원,남부교육지원청,0,16,0.0,0,0,0,0.0,0.0,0,0,0.0
동정성모유치원,남부교육지원청,0,146,0.0,0,0,0,0.0,0.0,0,0,0.0
바니유치원,남부교육지원청,0,51,0.0,0,0,0,0.0,0.0,0,0,0.0
홍릉유치원,동부교육지원청,0,21,0.0,0,0,0,0.0,0.0,0,0,0.0
강남유치원,동작관악교육지원청,0,69,0.0,0,0,0,0.0,0.0,0,0,0.0
노량진교회유치원,동작관악교육지원청,0,61,0.0,0,0,0,0.0,0.0,0,0,0.0
신라유치원,남부교육지원청,0,42,0.0,0,0,0,0.0,0.0,0,0,0.0
영은유치원,남부교육지원청,0,95,0.0,0,0,0,0.0,0.0,0,0,0.0
영중유치원,남부교육지원청,0,87,0.0,0,0,0,0.0,0.0,0,0,0.0
신림유치원,동작관악교육지원청,0,62,0.0,0,0,0,0.0,0.0,0,0,0.0
애동유치원,동작관악교육지원청,0,81,0.0,0,0,0,0.0,0.0,0,0,0.0
서울상곡초등학교병설유치원,북부교육지원청,0,64,0.0,0,0,0,0.0,0.0,0,0,0.0
서울서신초등학교병설유치원,서부교육지원청,0,17,0.0,0,0,0,0.0,0.0,0,0,0.0
서울장수초등학교병설유치원,강서양천교육지원청,3,61,0.0491803,1,1,1,3.0,1.0,0,0,0.0
리틀바움유치원,강동송파교육지원청,0,8,0.0,0,0,0,0.0,0.0,0,0,0.0
자연유치원,서부교육지원청,0,142,0.0,0,0,0,0.0,0.0,0,0,0.0
천사유치원,강남서초교육지원청,0,87,0.0,0,0,0,0.0,0.0,0,0,0.0
국제유치원,강서양천교육지원청,0,47,0.0,0,0,0,0.0,0.0,0,0,0.0
등대유치원,강서양천교육지원청,0,144,0.0,0,0,0,0.0,0.0,0,0,0.0
등촌제일유치원,강서양천교육지원청,0,122,0.0,0,0,0,0.0,0.0,0,0,0.0
신일유치원,중부교육지원청,0,49,0.0,0,0,0,0.0,0.0,0,0,0.0
하나유치원,중부교육지원청,0,98,0.0,0,0,0,0.0,0.0,0,0,0.0
한일유치원,중부교육지원청,0,72,0.0,0,0,0,0.0,0.0,0,0,0.0
루이유치원,성북강북교육지원청,0,81,0.0,0,0,0,0.0,0.0,0,0,0.0
푸른동산유치원,남부교육지원청,0,215,0.0,0,0,0,0.0,0.0,0,0,0.0
서울신자초등학교병설유치원,성동광진교육지원청,0,40,0.0,0,0,0,0.0,0.0,0,0,0.0
한양여자대학교부속유치원,성동광진교육지원청,0,72,0.0,0,0,0,0.0,0.0,0,0,0.0
덕수유치원,성북강북교육지원청,0,65,0.0,0,0,0,0.0,0.0,0,0,0.0
혜림유치원,강동송파교육지원청,0,103,0.0,0,0,0,0.0,0.0,0,0,0.0
푸른꿈유치원,강동송파교육지원청,0,10,0.0,0,0,0,0.0,0.0,0,0,0.0
다우림명문유치원,서부교육지원청,0,143,0.0,0,0,0,0.0,0.0,0,0,0.0
우촌유치원,성북강북교육지원청,0,155,0.0,0,0,0,0.0,0.0,0,0,0.0
미래클유치원,강서양천교육지원청,0,144,0.0,0,0,0,0.0,0.0,0,0,0.0
하랑숲유치원,동작관악교육지원청,0,187,0.0,0,0,0,0.0,0.0,0,0,0.0
서울연천초등학교병설유치원,서부교육지원청,0,18,0.0,0,0,0,0.0,0.0,0,0,0.0
서울경수초등학교병설유치원,성동광진교육지원청,0,34,0.0,0,0,0,0.0,0.0,0,0,0.0
서울당중초등학교병설유치원,남부교육지원청,0,61,0.0,0,0,0,0.0,0.0,0,0,0.0
꿈모리유치원,북부교육지원청,0,33,0.0,0,0,0,0.0,0.0,0,0,0.0
꿈동산유치원,북부교육지원청,0,237,0.0,0,0,0,0.0,0.0,0,0,0.0
서울두산초등학교병설유치원,남부교육지원청,4,59,0.0677966,1,1,1,4.0,1.0,0,0,0.0
서울영중초등학교병설유치원,남부교육지원청,4,60,0.0666667,1,1,1,4.0,1.0,0,0,0.0
경하유치원,성동광진교육지원청,0,25,0.0,0,0,0,0.0,0.0,0,0,0.0
서울동원초등학교병설유치원,동부교육지원청,4,59,0.0677966,1,1,1,4.0,1.0,0,0,0.0
서울장평초등학교병설유치원,동부교육지원청,0,50,0.0,0,0,0,0.0,0.0,0,0,0.0
한사랑유치원,북부교육지원청,0,82,0.0,0,0,0,0.0,0.0,0,0,0.0
무지개나라유치원,서부교육지원청,0,76,0.0,0,0,0,0.0,0.0,0,0,0.0
동화나라유치원,강동송파교육지원청,0,189,0.0,0,0,0,0.0,0.0,0,0,0.0
시연유치원,강동송파교육지원청,0,149,0.0,0,0,0,0.0,0.0,0,0,0.0
서울길원초등학교병설유치원,성북강북교육지원청,0,57,0.0,0,0,0,0.0,0.0,0,0,0.0
서울대동초등학교병설유치원,남부교육지원청,0,39,0.0,0,0,0,0.0,0.0,0,0,0.0
밀알유치원,강동송파교육지원청,0,37,0.0,0,0,0,0.0,0.0,0,0,0.0
누리에유치원,동부교육지원청,0,121,0.0,0,0,0,0.0,0.0,0,0,0.0
자인유치원,서부교육지원청,0,34,0.0,0,0,0,0.0,0.0,0,0,0.0
한일유치원,성동광진교육지원청,0,78,0.0,0,0,0,0.0,0.0,0,0,0.0
서울정덕초등학교병설유치원,성북강북교육지원청,0,47,0.0,0,0,0,0.0,0.0,0,0,0.0
예린유치원,성북강북교육지원청,0,49,0.0,0,0,0,0.0,0.0,0,0,0.0
영천유치원,성북강북교육지원청,0,59,0.0,0,0,0,0.0,0.0,0,0,0.0
꿈동산유치원,성북강북교육지원청,0,46,0.0,0,0,0,0.0,0.0,0,0,0.0
장미유치원,강서양천교육지원청,0,80,0.0,0,0,0,0.0,0.0,0,0,0.0
한서유치원,강서양천교육지원청,0,116,0.0,0,0,0,0.0,0.0,0,0,0.0
해림유치원,강서양천교육지원청,0,114,0.0,0,0,0,0.0,0.0,0,0,0.0
홍신유치원,강서양천교육지원청,0,198,0.0,0,0,0,0.0,0.0,0,0,0.0
꿀벌유치원,남부교육지원청,0,85,0.0,0,0,0,0.0,0.0,0,0,0.0
일신유치원,남부교육지원청,0,43,0.0,0,0,0,0.0,0.0,0,0,0.0
한신유치원,남부교육지원청,0,158,0.0,0,0,0,0.0,0.0,0,0,0.0
규전유치원,동부교육지원청,0,21,0.0,0,0,0,0.0,0.0,0,0,0.0
솔샘유치원,북부교육지원청,0,96,0.0,0,0,0,0.0,0.0,0,0,0.0
서울유치원,서부교육지원청,0,69,0.0,0,0,0,0.0,0.0,0,0,0.0
서울선린초등학교병설유치원,강동송파교육지원청,0,52,0.0,0,0,0,0.0,0.0,0,0,0.0
서울세륜초등학교병설유치원,강동송파교육지원청,5,28,0.1785714,1,1,1,5.0,1.0,0,0,0.0
세인유치원,성동광진교육지원청,0,36,0.0,0,0,0,0.0,0.0,0,0,0.0
솔유치원,성동광진교육지원청,0,28,0.0,0,0,0,0.0,0.0,0,0,0.0
은선유치원,강동송파교육지원청,0,154,0.0,0,0,0,0.0,0.0,0,0,0.0
삼육대학교부속유치원,북부교육지원청,0,179,0.0,0,0,0,0.0,0.0,0,0,0.0
서울여자대학교부속유치원,북부교육지원청,0,115,0.0,0,0,0,0.0,0.0,0,0,0.0
명성유치원,동작관악교육지원청,0,42,0.0,0,0,0,0.0,0.0,0,0,0.0
상아유치원,동작관악교육지원청,0,25,0.0,0,0,0,0.0,0.0,0,0,0.0
서울난곡초등학교병설유치원,동작관악교육지원청,4,40,0.1,1,1,1,4.0,1.0,0,0,0.0
신목유치원,강서양천교육지원청,0,45,0.0,0,0,0,0.0,0.0,0,0,0.0
아람유치원,강서양천교육지원청,0,77,0.0,0,0,0,0.0,0.0,0,0,0.0
동일유치원,남부교육지원청,0,149,0.0,0,0,0,0.0,0.0,0,0,0.0
럭키유치원,남부교육지원청,0,63,0.0,0,0,0,0.0,0.0,0,0,0.0
버들유치원,남부교육지원청,0,23,0.0,0,0,0,0.0,0.0,0,0,0.0
예원유치원,동부교육지원청,0,72,0.0,0,0,0,0.0,0.0,0,0,0.0
은성유치원,동부교육지원청,0,211,0.0,0,0,0,0.0,0.0,0,0,0.0
건영유치원,동작관악교육지원청,0,50,0.0,0,0,0,0.0,0.0,0,0,0.0
소망유치원,동작관악교육지원청,0,60,0.0,0,0,0,0.0,0.0,0,0,0.0
승혜유치원,동작관악교육지원청,0,110,0.0,0,0,0,0.0,0.0,0,0,0.0
요요유치원,동작관악교육지원청,0,89,0.0,0,0,0,0.0,0.0,0,0,0.0
서울노일유치원,북부교육지원청,0,82,0.0,0,0,0,0.0,0.0,0,0,0.0
아랑유치원,북부교육지원청,0,112,0.0,0,0,0,0.0,0.0,0,0,0.0
사랑샘유치원,북부교육지원청,0,43,0.0,0,0,0,0.0,0.0,0,0,0.0
원암유치원,북부교육지원청,0,293,0.0,0,0,0,0.0,0.0,0,0,0.0
유화유치원,북부교육지원청,0,64,0.0,0,0,0,0.0,0.0,0,0,0.0
바다의별유치원,서부교육지원청,0,67,0.0,0,0,0,0.0,0.0,0,0,0.0
새싹유치원,서부교육지원청,0,97,0.0,0,0,0,0.0,0.0,0,0,0.0
서울홍파초등학교병설유치원,동부교육지원청,0,18,0.0,0,0,0,0.0,0.0,0,0,0.0
서울화일초등학교병설유치원,강서양천교육지원청,0,48,0.0,0,0,0,0.0,0.0,0,0,0.0
서울휘봉초등학교병설유치원,동부교육지원청,0,37,0.0,0,0,0,0.0,0.0,0,0,0.0
삼성유치원,강동송파교육지원청,0,156,0.0,0,0,0,0.0,0.0,0,0,0.0
서울서래초등학교병설유치원,강남서초교육지원청,5,68,0.0735294,1,1,1,5.0,1.0,0,0,0.0
반포성모유치원,강남서초교육지원청,0,60,0.0,0,0,0,0.0,0.0,0,0,0.0
서울잠신초등학교병설유치원,강동송파교육지원청,5,29,0.1724138,1,1,1,5.0,1.0,0,0,0.0
복자유치원,중부교육지원청,0,99,0.0,0,0,0,0.0,0.0,0,0,0.0
서울명신초등학교병설유치원,중부교육지원청,0,32,0.0,0,0,0,0.0,0.0,0,0,0.0
세종유치원,중부교육지원청,0,45,0.0,0,0,0,0.0,0.0,0,0,0.0
일신유치원,중부교육지원청,0,13,0.0,0,0,0,0.0,0.0,0,0,0.0
서초유치원,강남서초교육지원청,0,241,0.0,0,0,0,0.0,0.0,0,0,0.0
서울새솔유치원,동부교육지원청,11,141,0.0780142,3,3,2,5.5,1.5,0,0,0.0
서울강남초등학교병설유치원,동작관악교육지원청,0,40,0.0,0,0,0,0.0,0.0,0,0,0.0
서울언남초등학교병설유치원,강남서초교육지원청,2,45,0.0444444,1,1,1,2.0,1.0,0,0,0.0
오즈의마법사유치원,강남서초교육지원청,0,199,0.0,0,0,0,0.0,0.0,0,0,0.0
미파유치원,성동광진교육지원청,0,57,0.0,0,0,0,0.0,0.0,0,0,0.0
서울구의초등학교병설유치원,성동광진교육지원청,4,61,0.0655738,1,1,1,4.0,1.0,0,0,0.0
서울옥수초등학교병설유치원,성동광진교육지원청,0,36,0.0,0,0,0,0.0,0.0,0,0,0.0
인수유치원,성북강북교육지원청,0,40,0.0,0,0,0,0.0,0.0,0,0,0.0
좋은나라유치원,성북강북교육지원청,0,186,0.0,0,0,0,0.0,0.0,0,0,0.0
세아유치원,성북강북교육지원청,0,19,0.0,0,0,0,0.0,0.0,0,0,0.0
미타유치원,성동광진교육지원청,0,109,0.0,0,0,0,0.0,0.0,0,0,0.0
꿈밭유치원,강동송파교육지원청,0,41,0.0,0,0,0,0.0,0.0,0,0,0.0
성지유치원,남부교육지원청,0,91,0.0,0,0,0,0.0,0.0,0,0,0.0
운현유치원,남부교육지원청,0,105,0.0,0,0,0,0.0,0.0,0,0,0.0
구강사금강유치원,강동송파교육지원청,0,140,0.0,0,0,0,0.0,0.0,0,0,0.0
잠실밀알유치원,강동송파교육지원청,0,106,0.0,0,0,0,0.0,0.0,0,0,0.0
서울석관초등학교병설유치원,성북강북교육지원청,4,65,0.0615385,1,1,0,0.0,0.0,0,1,4.0
마포대진유치원,서부교육지원청,0,273,0.0,0,0,0,0.0,0.0,0,0,0.0
윤서유치원,강서양천교육지원청,0,148,0.0,0,0,0,0.0,0.0,0,0,0.0
토마토유치원,북부교육지원청,0,23,0.0,0,0,0,0.0,0.0,0,0,0.0
한양유치원,북부교육지원청,0,95,0.0,0,0,0,0.0,0.0,0,0,0.0
서울천호초등학교병설유치원,강동송파교육지원청,4,42,0.0952381,1,1,1,4.0,1.0,0,0,0.0
서울대방초등학교병설유치원,남부교육지원청,0,26,0.0,0,0,0,0.0,0.0,0,0,0.0
반디유치원,강남서초교육지원청,0,86,0.0,0,0,0,0.0,0.0,0,0,0.0
새성민유치원,강남서초교육지원청,0,53,0.0,0,0,0,0.0,0.0,0,0,0.0
새순유치원,강남서초교육지원청,0,52,0.0,0,0,0,0.0,0.0,0,0,0.0
서울신창초등학교병설유치원,북부교육지원청,5,24,0.2083333,1,1,1,5.0,1.0,0,0,0.0
명지전문대학부속명지유치원,서부교육지원청,0,143,0.0,0,0,0,0.0,0.0,0,0,0.0
서울양진초등학교병설유치원,성동광진교육지원청,0,58,0.0,0,0,0,0.0,0.0,0,0,0.0
서울평화초등학교병설유치원,강동송파교육지원청,0,33,0.0,0,0,0,0.0,0.0,0,0,0.0
숲유치원,서부교육지원청,0,201,0.0,0,0,0,0.0,0.0,0,0,0.0
